0,PHI,    PHI	," 0,"
231,AMOADD_D,    AMOADD_D	," 231,"
232,AMOADD_D_AQ,    AMOADD_D_AQ	," 232,"
233,AMOADD_D_AQ_RL,    AMOADD_D_AQ_RL	," 233,"
234,AMOADD_D_RL,    AMOADD_D_RL	," 234,"
235,AMOADD_W,    AMOADD_W	," 235,"
236,AMOADD_W_AQ,    AMOADD_W_AQ	," 236,"
237,AMOADD_W_AQ_RL,    AMOADD_W_AQ_RL	," 237,"
238,AMOADD_W_RL,    AMOADD_W_RL	," 238,"
239,AMOAND_D,    AMOAND_D	," 239,"
240,AMOAND_D_AQ,    AMOAND_D_AQ	," 240,"
241,AMOAND_D_AQ_RL,    AMOAND_D_AQ_RL	," 241,"
242,AMOAND_D_RL,    AMOAND_D_RL	," 242,"
243,AMOAND_W,    AMOAND_W	," 243,"
244,AMOAND_W_AQ,    AMOAND_W_AQ	," 244,"
245,AMOAND_W_AQ_RL,    AMOAND_W_AQ_RL	," 245,"
246,AMOAND_W_RL,    AMOAND_W_RL	," 246,"
247,AMOMAXU_D,    AMOMAXU_D	," 247,"
248,AMOMAXU_D_AQ,    AMOMAXU_D_AQ	," 248,"
249,AMOMAXU_D_AQ_RL,    AMOMAXU_D_AQ_RL	," 249,"
250,AMOMAXU_D_RL,    AMOMAXU_D_RL	," 250,"
251,AMOMAXU_W,    AMOMAXU_W	," 251,"
252,AMOMAXU_W_AQ,    AMOMAXU_W_AQ	," 252,"
253,AMOMAXU_W_AQ_RL,    AMOMAXU_W_AQ_RL	," 253,"
254,AMOMAXU_W_RL,    AMOMAXU_W_RL	," 254,"
255,AMOMAX_D,    AMOMAX_D	," 255,"
256,AMOMAX_D_AQ,    AMOMAX_D_AQ	," 256,"
257,AMOMAX_D_AQ_RL,    AMOMAX_D_AQ_RL	," 257,"
258,AMOMAX_D_RL,    AMOMAX_D_RL	," 258,"
259,AMOMAX_W,    AMOMAX_W	," 259,"
260,AMOMAX_W_AQ,    AMOMAX_W_AQ	," 260,"
261,AMOMAX_W_AQ_RL,    AMOMAX_W_AQ_RL	," 261,"
262,AMOMAX_W_RL,    AMOMAX_W_RL	," 262,"
263,AMOMINU_D,    AMOMINU_D	," 263,"
264,AMOMINU_D_AQ,    AMOMINU_D_AQ	," 264,"
265,AMOMINU_D_AQ_RL,    AMOMINU_D_AQ_RL	," 265,"
266,AMOMINU_D_RL,    AMOMINU_D_RL	," 266,"
267,AMOMINU_W,    AMOMINU_W	," 267,"
268,AMOMINU_W_AQ,    AMOMINU_W_AQ	," 268,"
269,AMOMINU_W_AQ_RL,    AMOMINU_W_AQ_RL	," 269,"
270,AMOMINU_W_RL,    AMOMINU_W_RL	," 270,"
271,AMOMIN_D,    AMOMIN_D	," 271,"
272,AMOMIN_D_AQ,    AMOMIN_D_AQ	," 272,"
273,AMOMIN_D_AQ_RL,    AMOMIN_D_AQ_RL	," 273,"
274,AMOMIN_D_RL,    AMOMIN_D_RL	," 274,"
275,AMOMIN_W,    AMOMIN_W	," 275,"
276,AMOMIN_W_AQ,    AMOMIN_W_AQ	," 276,"
277,AMOMIN_W_AQ_RL,    AMOMIN_W_AQ_RL	," 277,"
278,AMOMIN_W_RL,    AMOMIN_W_RL	," 278,"
279,AMOOR_D,    AMOOR_D	," 279,"
280,AMOOR_D_AQ,    AMOOR_D_AQ	," 280,"
281,AMOOR_D_AQ_RL,    AMOOR_D_AQ_RL	," 281,"
282,AMOOR_D_RL,    AMOOR_D_RL	," 282,"
283,AMOOR_W,    AMOOR_W	," 283,"
284,AMOOR_W_AQ,    AMOOR_W_AQ	," 284,"
285,AMOOR_W_AQ_RL,    AMOOR_W_AQ_RL	," 285,"
286,AMOOR_W_RL,    AMOOR_W_RL	," 286,"
287,AMOSWAP_D,    AMOSWAP_D	," 287,"
288,AMOSWAP_D_AQ,    AMOSWAP_D_AQ	," 288,"
289,AMOSWAP_D_AQ_RL,    AMOSWAP_D_AQ_RL	," 289,"
290,AMOSWAP_D_RL,    AMOSWAP_D_RL	," 290,"
291,AMOSWAP_W,    AMOSWAP_W	," 291,"
292,AMOSWAP_W_AQ,    AMOSWAP_W_AQ	," 292,"
293,AMOSWAP_W_AQ_RL,    AMOSWAP_W_AQ_RL	," 293,"
294,AMOSWAP_W_RL,    AMOSWAP_W_RL	," 294,"
295,AMOXOR_D,    AMOXOR_D	," 295,"
296,AMOXOR_D_AQ,    AMOXOR_D_AQ	," 296,"
297,AMOXOR_D_AQ_RL,    AMOXOR_D_AQ_RL	," 297,"
298,AMOXOR_D_RL,    AMOXOR_D_RL	," 298,"
299,AMOXOR_W,    AMOXOR_W	," 299,"
300,AMOXOR_W_AQ,    AMOXOR_W_AQ	," 300,"
301,AMOXOR_W_AQ_RL,    AMOXOR_W_AQ_RL	," 301,"
302,AMOXOR_W_RL,    AMOXOR_W_RL	," 302,"
303,AND,    AND	," 303,"
304,ANDI,    ANDI	," 304,"
305,AUIPC,    AUIPC	," 305,"
306,BEQ,    BEQ	," 306,"
307,BGE,    BGE	," 307,"
308,BGEU,    BGEU	," 308,"
309,BLT,    BLT	," 309,"
310,BLTU,    BLTU	," 310,"
311,BNE,    BNE	," 311,"
312,CSRRC,    CSRRC	," 312,"
313,CSRRCI,    CSRRCI	," 313,"
314,CSRRS,    CSRRS	," 314,"
315,CSRRSI,    CSRRSI	," 315,"
316,CSRRW,    CSRRW	," 316,"
317,CSRRWI,    CSRRWI	," 317,"
318,C_ADD,    C_ADD	," 318,"
319,C_ADDI,    C_ADDI	," 319,"
320,C_ADDI,    C_ADDI16SP	," 320,"
321,C_ADDI,    C_ADDI4SPN	," 321,"
322,C_ADDIW,    C_ADDIW	," 322,"
323,C_ADDI_HINT_IMM_ZERO,    C_ADDI_HINT_IMM_ZERO	," 323,"
324,C_ADDI_HINT_X,    C_ADDI_HINT_X0	," 324,"
325,C_ADDI_NOP,    C_ADDI_NOP	," 325,"
326,C_ADDW,    C_ADDW	," 326,"
327,C_ADD_HINT,    C_ADD_HINT	," 327,"
328,C_AND,    C_AND	," 328,"
329,C_ANDI,    C_ANDI	," 329,"
330,C_BEQZ,    C_BEQZ	," 330,"
331,C_BNEZ,    C_BNEZ	," 331,"
332,C_EBREAK,    C_EBREAK	," 332,"
333,C_FLD,    C_FLD	," 333,"
334,C_FLDSP,    C_FLDSP	," 334,"
335,C_FLW,    C_FLW	," 335,"
336,C_FLWSP,    C_FLWSP	," 336,"
337,C_FSD,    C_FSD	," 337,"
338,C_FSDSP,    C_FSDSP	," 338,"
339,C_FSW,    C_FSW	," 339,"
340,C_FSWSP,    C_FSWSP	," 340,"
341,C_J,    C_J	," 341,"
342,C_JAL,    C_JAL	," 342,"
343,C_JALR,    C_JALR	," 343,"
344,C_JR,    C_JR	," 344,"
345,C_LD,    C_LD	," 345,"
346,C_LDSP,    C_LDSP	," 346,"
347,C_LI,    C_LI	," 347,"
348,C_LI_HINT,    C_LI_HINT	," 348,"
349,C_LUI,    C_LUI	," 349,"
350,C_LUI_HINT,    C_LUI_HINT	," 350,"
351,C_LW,    C_LW	," 351,"
352,C_LWSP,    C_LWSP	," 352,"
353,C_MV,    C_MV	," 353,"
354,C_MV_HINT,    C_MV_HINT	," 354,"
355,C_NOP,    C_NOP	," 355,"
356,C_NOP_HINT,    C_NOP_HINT	," 356,"
357,C_OR,    C_OR	," 357,"
358,C_SD,    C_SD	," 358,"
359,C_SDSP,    C_SDSP	," 359,"
360,C_SLLI,    C_SLLI	," 360,"
361,C_SLLI,    C_SLLI64_HINT	," 361,"
362,C_SLLI_HINT,    C_SLLI_HINT	," 362,"
363,C_SRAI,    C_SRAI	," 363,"
364,C_SRAI,    C_SRAI64_HINT	," 364,"
365,C_SRLI,    C_SRLI	," 365,"
366,C_SRLI,    C_SRLI64_HINT	," 366,"
367,C_SUB,    C_SUB	," 367,"
368,C_SUBW,    C_SUBW	," 368,"
369,C_SW,    C_SW	," 369,"
370,C_SWSP,    C_SWSP	," 370,"
371,C_UNIMP,    C_UNIMP	," 371,"
372,C_XOR,    C_XOR	," 372,"
373,DIV,    DIV	," 373,"
374,DIVU,    DIVU	," 374,"
375,DIVUW,    DIVUW	," 375,"
376,DIVW,    DIVW	," 376,"
377,EBREAK,    EBREAK	," 377,"
378,ECALL,    ECALL	," 378,"
379,FADD_D,    FADD_D	," 379,"
380,FADD_S,    FADD_S	," 380,"
381,FCLASS_D,    FCLASS_D	," 381,"
382,FCLASS_S,    FCLASS_S	," 382,"
383,FCVT_D_L,    FCVT_D_L	," 383,"
384,FCVT_D_LU,    FCVT_D_LU	," 384,"
385,FCVT_D_S,    FCVT_D_S	," 385,"
386,FCVT_D_W,    FCVT_D_W	," 386,"
387,FCVT_D_WU,    FCVT_D_WU	," 387,"
388,FCVT_LU_D,    FCVT_LU_D	," 388,"
389,FCVT_LU_S,    FCVT_LU_S	," 389,"
390,FCVT_L_D,    FCVT_L_D	," 390,"
391,FCVT_L_S,    FCVT_L_S	," 391,"
392,FCVT_S_D,    FCVT_S_D	," 392,"
393,FCVT_S_L,    FCVT_S_L	," 393,"
394,FCVT_S_LU,    FCVT_S_LU	," 394,"
395,FCVT_S_W,    FCVT_S_W	," 395,"
396,FCVT_S_WU,    FCVT_S_WU	," 396,"
397,FCVT_WU_D,    FCVT_WU_D	," 397,"
398,FCVT_WU_S,    FCVT_WU_S	," 398,"
399,FCVT_W_D,    FCVT_W_D	," 399,"
400,FCVT_W_S,    FCVT_W_S	," 400,"
401,FDIV_D,    FDIV_D	," 401,"
402,FDIV_S,    FDIV_S	," 402,"
403,FENCE,    FENCE	," 403,"
404,FENCE_I,    FENCE_I	," 404,"
405,FENCE_TSO,    FENCE_TSO	," 405,"
406,FEQ_D,    FEQ_D	," 406,"
407,FEQ_S,    FEQ_S	," 407,"
408,FLD,    FLD	," 408,"
409,FLE_D,    FLE_D	," 409,"
410,FLE_S,    FLE_S	," 410,"
411,FLT_D,    FLT_D	," 411,"
412,FLT_S,    FLT_S	," 412,"
413,FLW,    FLW	," 413,"
414,FMADD_D,    FMADD_D	," 414,"
415,FMADD_S,    FMADD_S	," 415,"
416,FMAX_D,    FMAX_D	," 416,"
417,FMAX_S,    FMAX_S	," 417,"
418,FMIN_D,    FMIN_D	," 418,"
419,FMIN_S,    FMIN_S	," 419,"
420,FMSUB_D,    FMSUB_D	," 420,"
421,FMSUB_S,    FMSUB_S	," 421,"
422,FMUL_D,    FMUL_D	," 422,"
423,FMUL_S,    FMUL_S	," 423,"
424,FMV_D_X,    FMV_D_X	," 424,"
425,FMV_W_X,    FMV_W_X	," 425,"
426,FMV_X_D,    FMV_X_D	," 426,"
427,FMV_X_W,    FMV_X_W	," 427,"
428,FNMADD_D,    FNMADD_D	," 428,"
429,FNMADD_S,    FNMADD_S	," 429,"
430,FNMSUB_D,    FNMSUB_D	," 430,"
431,FNMSUB_S,    FNMSUB_S	," 431,"
432,FSD,    FSD	," 432,"
433,FSGNJN_D,    FSGNJN_D	," 433,"
434,FSGNJN_S,    FSGNJN_S	," 434,"
435,FSGNJX_D,    FSGNJX_D	," 435,"
436,FSGNJX_S,    FSGNJX_S	," 436,"
437,FSGNJ_D,    FSGNJ_D	," 437,"
438,FSGNJ_S,    FSGNJ_S	," 438,"
439,FSQRT_D,    FSQRT_D	," 439,"
440,FSQRT_S,    FSQRT_S	," 440,"
441,FSUB_D,    FSUB_D	," 441,"
442,FSUB_S,    FSUB_S	," 442,"
443,FSW,    FSW	," 443,"
444,JAL,    JAL	," 444,"
445,JALR,    JALR	," 445,"
446,LB,    LB	," 446,"
447,LBU,    LBU	," 447,"
448,LD,    LD	," 448,"
449,LH,    LH	," 449,"
450,LHU,    LHU	," 450,"
451,LR_D,    LR_D	," 451,"
452,LR_D_AQ,    LR_D_AQ	," 452,"
453,LR_D_AQ_RL,    LR_D_AQ_RL	," 453,"
454,LR_D_RL,    LR_D_RL	," 454,"
455,LR_W,    LR_W	," 455,"
456,LR_W_AQ,    LR_W_AQ	," 456,"
457,LR_W_AQ_RL,    LR_W_AQ_RL	," 457,"
458,LR_W_RL,    LR_W_RL	," 458,"
459,LUI,    LUI	," 459,"
460,LW,    LW	," 460,"
461,LWU,    LWU	," 461,"
462,MRET,    MRET	," 462,"
463,MUL,    MUL	," 463,"
464,MULH,    MULH	," 464,"
465,MULHSU,    MULHSU	," 465,"
466,MULHU,    MULHU	," 466,"
467,MULW,    MULW	," 467,"
468,OR,    OR	," 468,"
469,ORI,    ORI	," 469,"
470,REM,    REM	," 470,"
471,REMU,    REMU	," 471,"
472,REMUW,    REMUW	," 472,"
473,REMW,    REMW	," 473,"
474,SB,    SB	," 474,"
475,SC_D,    SC_D	," 475,"
476,SC_D_AQ,    SC_D_AQ	," 476,"
477,SC_D_AQ_RL,    SC_D_AQ_RL	," 477,"
478,SC_D_RL,    SC_D_RL	," 478,"
479,SC_W,    SC_W	," 479,"
480,SC_W_AQ,    SC_W_AQ	," 480,"
481,SC_W_AQ_RL,    SC_W_AQ_RL	," 481,"
482,SC_W_RL,    SC_W_RL	," 482,"
483,SD,    SD	," 483,"
484,SFENCE_VMA,    SFENCE_VMA	," 484,"
485,SH,    SH	," 485,"
486,SLL,    SLL	," 486,"
487,SLLI,    SLLI	," 487,"
488,SLLIW,    SLLIW	," 488,"
489,SLLW,    SLLW	," 489,"
490,SLT,    SLT	," 490,"
491,SLTI,    SLTI	," 491,"
492,SLTIU,    SLTIU	," 492,"
493,SLTU,    SLTU	," 493,"
494,SRA,    SRA	," 494,"
495,SRAI,    SRAI	," 495,"
496,SRAIW,    SRAIW	," 496,"
497,SRAW,    SRAW	," 497,"
498,SRET,    SRET	," 498,"
499,SRL,    SRL	," 499,"
500,SRLI,    SRLI	," 500,"
501,SRLIW,    SRLIW	," 501,"
502,SRLW,    SRLW	," 502,"
503,SUB,    SUB	," 503,"
504,SUBW,    SUBW	," 504,"
505,SW,    SW	," 505,"
506,UNIMP,    UNIMP	," 506,"
507,URET,    URET	," 507,"
508,WFI,    WFI	," 508,"
509,XOR,    XOR	," 509,"
510,XORI,    XORI	," 510,"
511,INSTRUCTION_LIST_END,    INSTRUCTION_LIST_END , 511
